db,person,property,value
ours,Q41770774,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770775,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770776,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770779,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770780,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770781,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770782,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770784,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770785,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770788,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770789,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770791,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770792,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770793,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770795,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770797,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770800,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770804,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770805,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770806,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770808,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770813,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770814,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770815,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770816,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770817,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770818,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770820,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770822,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770824,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770826,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770828,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770830,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770834,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770835,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770837,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770839,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770844,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770845,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770846,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770847,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770848,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770850,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770851,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770852,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770856,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770857,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770859,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770860,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770863,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770864,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770866,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770867,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770869,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770872,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770873,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770875,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770877,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770878,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770880,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770882,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770883,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770884,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770885,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770886,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770887,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770889,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770890,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770892,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770893,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770894,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770896,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770898,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770900,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770901,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770903,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770904,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770906,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770908,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770909,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770911,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770914,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770915,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770918,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770920,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770922,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770924,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770925,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770926,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770927,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770929,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770931,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770933,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770936,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770938,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770939,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770941,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770942,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770943,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770945,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770946,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770948,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770949,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770951,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770953,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770955,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770956,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770959,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770960,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770961,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770962,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770963,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770965,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770967,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770968,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770969,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770971,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770972,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770973,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770974,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770976,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770978,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770979,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770980,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770981,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770983,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770984,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770986,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770988,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770989,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770991,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770992,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770994,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770995,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770996,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41770998,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41770999,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41771001,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771003,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771004,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771005,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771007,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771008,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771009,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771010,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41771012,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771013,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771014,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41771016,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771018,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41771019,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771020,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771021,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41771024,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771025,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771026,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771028,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41771029,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771031,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771033,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771035,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771036,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41771037,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771038,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771040,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41771042,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41771044,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41771045,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771046,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771047,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771049,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771051,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771052,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771054,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771055,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771057,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41771058,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771060,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771061,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41771063,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41777897,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777898,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41777900,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777902,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777904,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777907,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777909,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777910,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777912,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777915,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777916,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777917,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777921,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777923,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777925,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777927,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777929,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777931,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41777933,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777936,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777938,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777939,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777940,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777943,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777945,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777947,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777949,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777950,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777952,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777954,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777956,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777958,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777959,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777960,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777962,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777964,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777966,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41777967,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777968,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777969,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41777971,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41794089,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41794090,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41794091,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41794094,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41794095,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41794096,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41794100,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41794101,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805146,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805147,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805148,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805154,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805155,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805156,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805157,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805158,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805159,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805160,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805161,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805162,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805163,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805164,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805165,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805166,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805168,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805169,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805170,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805171,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805172,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805173,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805174,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805175,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805176,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805177,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805178,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805179,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805180,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805181,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805182,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805183,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805184,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805186,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805187,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805188,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805189,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805191,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805192,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805193,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805194,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805195,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805196,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805197,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805198,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805199,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805200,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805201,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805202,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805203,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805204,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805205,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805206,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805207,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805208,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805209,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805210,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805211,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805213,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805214,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805215,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805216,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805217,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805218,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805219,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805220,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805221,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805222,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805223,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805224,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805225,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805226,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805227,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805228,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805229,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805230,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805231,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805232,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805233,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805234,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805236,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805237,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805238,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805239,P21,http://www.wikidata.org/entity/Q6581097
ours,Q41805240,P21,http://www.wikidata.org/entity/Q6581072
ours,Q41805241,P21,http://www.wikidata.org/entity/Q6581072
